0,0,2,5,7,7,9,11,16,18,21,23,25,27,30,32,37,41,44,46,50,2018010,nearRepeat
1,2,3,5,5,7,9,14,16,19,21,23,25,28,30,35,39,42,44,48,50,2018010,nearRepeat
2,3,2,2,4,6,11,13,16,18,20,22,25,27,32,36,39,41,45,47,50,2018010,nearRepeat
3,2,0,2,4,9,11,14,16,18,20,23,25,30,34,37,39,43,45,48,50,2018010,nearRepeat
4,0,2,4,9,11,14,16,18,20,23,25,30,34,37,39,43,45,48,50,53,2018010,nearRepeat
5,2,2,7,9,12,14,16,18,21,23,28,32,35,37,41,43,46,48,51,51,2018010,nearRepeat
6,2,5,7,10,12,14,16,19,21,26,30,33,35,39,41,44,46,49,49,53,2018010,nearRepeat
7,5,2,5,7,9,11,14,16,21,25,28,30,34,36,39,41,44,44,48,52,2018010,nearRepeat
8,2,3,5,7,9,12,14,19,23,26,28,32,34,37,39,42,42,46,50,52,2018010,nearRepeat
9,3,2,4,6,9,11,16,20,23,25,29,31,34,36,39,39,43,47,49,52,2018010,nearRepeat
10,2,2,4,7,9,14,18,21,23,27,29,32,34,37,37,41,45,47,50,52,2018010,nearRepeat
11,2,2,5,7,12,16,19,21,25,27,30,32,35,35,39,43,45,48,50,52,2018010,nearRepeat
12,2,3,5,10,14,17,19,23,25,28,30,33,33,37,41,43,46,48,50,52,2018010,nearRepeat
13,3,2,7,11,14,16,20,22,25,27,30,30,34,38,40,43,45,47,49,50,2018010,nearRepeat
14,2,5,9,12,14,18,20,23,25,28,28,32,36,38,41,43,45,47,48,51,2018010,nearRepeat
15,5,4,7,9,13,15,18,20,23,23,27,31,33,36,38,40,42,43,46,47,2018010,nearRepeat
16,4,3,5,9,11,14,16,19,19,23,27,29,32,34,36,38,39,42,43,46,2018010,nearRepeat
17,3,2,6,8,11,13,16,16,20,24,26,29,31,33,35,36,39,40,43,47,2018010,nearRepeat
18,2,4,6,9,11,14,14,18,22,24,27,29,31,33,34,37,38,41,45,48,2018010,nearRepeat
19,4,2,5,7,10,10,14,18,20,23,25,27,29,30,33,34,37,41,44,47,2018010,nearRepeat
20,2,3,5,8,8,12,16,18,21,23,25,27,28,31,32,35,39,42,45,47,2018010,nearRepeat
21,3,2,5,5,9,13,15,18,20,22,24,25,28,29,32,36,39,42,44,48,2018010,nearRepeat
22,2,3,3,7,11,13,16,18,20,22,23,26,27,30,34,37,40,42,46,48,2018010,nearRepeat
23,3,0,4,8,10,13,15,17,19,20,23,24,27,31,34,37,39,43,45,47,2018010,nearRepeat
24,0,4,8,10,13,15,17,19,20,23,24,27,31,34,37,39,43,45,47,52,2018010,nearRepeat
25,4,4,6,9,11,13,15,16,19,20,23,27,30,33,35,39,41,43,48,53,2018010,nearRepeat
26,4,2,5,7,9,11,12,15,16,19,23,26,29,31,35,37,39,44,49,52,2018010,nearRepeat
27,2,3,5,7,9,10,13,14,17,21,24,27,29,33,35,37,42,47,50,54,2018010,nearRepeat
28,3,2,4,6,7,10,11,14,18,21,24,26,30,32,34,39,44,47,51,55,2018010,nearRepeat
29,2,2,4,5,8,9,12,16,19,22,24,28,30,32,37,42,45,49,53,57,2018010,nearRepeat
30,2,2,3,6,7,10,14,17,20,22,26,28,30,35,40,43,47,51,55,57,2018010,nearRepeat
31,2,1,4,5,8,12,15,18,20,24,26,28,33,38,41,45,49,53,55,57,2018010,nearRepeat
32,1,3,4,7,11,14,17,19,23,25,27,32,37,40,44,48,52,54,56,59,2018010,nearRepeat
33,3,1,4,8,11,14,16,20,22,24,29,34,37,41,45,49,51,53,56,58,2018010,nearRepeat
34,1,3,7,10,13,15,19,21,23,28,33,36,40,44,48,50,52,55,57,59,2018010,nearRepeat
35,3,4,7,10,12,16,18,20,25,30,33,37,41,45,47,49,52,54,56,57,2018010,nearRepeat
36,4,3,6,8,12,14,16,21,26,29,33,37,41,43,45,48,50,52,53,56,2018010,nearRepeat
37,3,3,5,9,11,13,18,23,26,30,34,38,40,42,45,47,49,50,53,58,2018010,nearRepeat
38,3,2,6,8,10,15,20,23,27,31,35,37,39,42,44,46,47,50,55,59,2018010,nearRepeat
39,2,4,6,8,13,18,21,25,29,33,35,37,40,42,44,45,48,53,57,60,2018010,nearRepeat
40,4,2,4,9,14,17,21,25,29,31,33,36,38,40,41,44,49,53,56,59,2018010,nearRepeat
41,2,2,7,12,15,19,23,27,29,31,34,36,38,39,42,47,51,54,57,57,2018010,nearRepeat
42,2,5,10,13,17,21,25,27,29,32,34,36,37,40,45,49,52,55,55,59,2018010,nearRepeat
43,5,5,8,12,16,20,22,24,27,29,31,32,35,40,44,47,50,50,54,55,2018010,nearRepeat
44,5,3,7,11,15,17,19,22,24,26,27,30,35,39,42,45,45,49,50,52,2018010,nearRepeat
45,3,4,8,12,14,16,19,21,23,24,27,32,36,39,42,42,46,47,49,50,2018010,nearRepeat
46,4,4,8,10,12,15,17,19,20,23,28,32,35,38,38,42,43,45,46,48,2018010,nearRepeat
47,4,4,6,8,11,13,15,16,19,24,28,31,34,34,38,39,41,42,44,47,2018010,nearRepeat
48,4,2,4,7,9,11,12,15,20,24,27,30,30,34,35,37,38,40,43,46,2018010,nearRepeat
49,2,2,5,7,9,10,13,18,22,25,28,28,32,33,35,36,38,41,44,49,2018010,nearRepeat
50,2,3,5,7,8,11,16,20,23,26,26,30,31,33,34,36,39,42,47,51,2018010,nearRepeat
51,3,2,4,5,8,13,17,20,23,23,27,28,30,31,33,36,39,44,48,53,2018010,nearRepeat
52,2,2,3,6,11,15,18,21,21,25,26,28,29,31,34,37,42,46,51,53,2018010,nearRepeat
53,2,1,4,9,13,16,19,19,23,24,26,27,29,32,35,40,44,49,51,52,2018010,nearRepeat
54,1,3,8,12,15,18,18,22,23,25,26,28,31,34,39,43,48,50,51,53,2018010,nearRepeat
55,3,5,9,12,15,15,19,20,22,23,25,28,31,36,40,45,47,48,50,53,2018010,nearRepeat
56,5,4,7,10,10,14,15,17,18,20,23,26,31,35,40,42,43,45,48,51,2018010,nearRepeat
57,4,3,6,6,10,11,13,14,16,19,22,27,31,36,38,39,41,44,47,48,2018010,nearRepeat
58,3,3,3,7,8,10,11,13,16,19,24,28,33,35,36,38,41,44,45,48,2018010,nearRepeat
59,3,0,4,5,7,8,10,13,16,21,25,30,32,33,35,38,41,42,45,50,2018010,nearRepeat
60,0,4,5,7,8,10,13,16,21,25,30,32,33,35,38,41,42,45,50,52,2018010,nearRepeat
61,4,1,3,4,6,9,12,17,21,26,28,29,31,34,37,38,41,46,48,52,2018010,nearRepeat
62,1,2,3,5,8,11,16,20,25,27,28,30,33,36,37,40,45,47,51,53,2018010,nearRepeat
63,2,1,3,6,9,14,18,23,25,26,28,31,34,35,38,43,45,49,51,55,2018010,nearRepeat
64,1,2,5,8,13,17,22,24,25,27,30,33,34,37,42,44,48,50,54,57,2018010,nearRepeat
65,2,3,6,11,15,20,22,23,25,28,31,32,35,40,42,46,48,52,55,56,2018010,nearRepeat
66,3,3,8,12,17,19,20,22,25,28,29,32,37,39,43,45,49,52,53,55,2018010,nearRepeat
67,3,5,9,14,16,17,19,22,25,26,29,34,36,40,42,46,49,50,52,55,2018010,nearRepeat
68,5,4,9,11,12,14,17,20,21,24,29,31,35,37,41,44,45,47,50,53,2018010,nearRepeat
69,4,5,7,8,10,13,16,17,20,25,27,31,33,37,40,41,43,46,49,53,2018010,nearRepeat
70,5,2,3,5,8,11,12,15,20,22,26,28,32,35,36,38,41,44,48,50,2018010,nearRepeat
71,2,1,3,6,9,10,13,18,20,24,26,30,33,34,36,39,42,46,48,52,2018010,nearRepeat
72,1,2,5,8,9,12,17,19,23,25,29,32,33,35,38,41,45,47,51,57,2018010,nearRepeat
73,2,3,6,7,10,15,17,21,23,27,30,31,33,36,39,43,45,49,55,59,2018010,nearRepeat
74,3,3,4,7,12,14,18,20,24,27,28,30,33,36,40,42,46,52,56,59,2018010,nearRepeat
75,3,1,4,9,11,15,17,21,24,25,27,30,33,37,39,43,49,53,56,59,2018010,nearRepeat
76,1,3,8,10,14,16,20,23,24,26,29,32,36,38,42,48,52,55,58,60,2018010,nearRepeat
77,3,5,7,11,13,17,20,21,23,26,29,33,35,39,45,49,52,55,57,62,2018010,nearRepeat
78,5,2,6,8,12,15,16,18,21,24,28,30,34,40,44,47,50,52,57,60,2018010,nearRepeat
79,2,4,6,10,13,14,16,19,22,26,28,32,38,42,45,48,50,55,58,62,2018010,nearRepeat
80,4,2,6,9,10,12,15,18,22,24,28,34,38,41,44,46,51,54,58,61,2018010,nearRepeat
81,2,4,7,8,10,13,16,20,22,26,32,36,39,42,44,49,52,56,59,62,2018010,nearRepeat
82,4,3,4,6,9,12,16,18,22,28,32,35,38,40,45,48,52,55,58,61,2018010,nearRepeat
83,3,1,3,6,9,13,15,19,25,29,32,35,37,42,45,49,52,55,58,61,2018010,nearRepeat
84,1,2,5,8,12,14,18,24,28,31,34,36,41,44,48,51,54,57,60,62,2018010,nearRepeat
85,2,3,6,10,12,16,22,26,29,32,34,39,42,46,49,52,55,58,60,64,2018010,nearRepeat
86,3,3,7,9,13,19,23,26,29,31,36,39,43,46,49,52,55,57,61,65,2018010,nearRepeat
87,3,4,6,10,16,20,23,26,28,33,36,40,43,46,49,52,54,58,62,64,2018010,nearRepeat
88,4,2,6,12,16,19,22,24,29,32,36,39,42,45,48,50,54,58,60,62,2018010,nearRepeat
89,2,4,10,14,17,20,22,27,30,34,37,40,43,46,48,52,56,58,60,63,2018010,nearRepeat
90,4,6,10,13,16,18,23,26,30,33,36,39,42,44,48,52,54,56,59,63,2018010,nearRepeat
91,6,4,7,10,12,17,20,24,27,30,33,36,38,42,46,48,50,53,57,58,2018010,nearRepeat
92,4,3,6,8,13,16,20,23,26,29,32,34,38,42,44,46,49,53,54,57,2018010,nearRepeat
93,3,3,5,10,13,17,20,23,26,29,31,35,39,41,43,46,50,51,54,57,2018010,nearRepeat
94,3,2,7,10,14,17,20,23,26,28,32,36,38,40,43,47,48,51,54,56,2018010,nearRepeat
95,2,5,8,12,15,18,21,24,26,30,34,36,38,41,45,46,49,52,54,57,2018010,nearRepeat
96,5,3,7,10,13,16,19,21,25,29,31,33,36,40,41,44,47,49,52,54,2018010,nearRepeat
97,3,4,7,10,13,16,18,22,26,28,30,33,37,38,41,44,46,49,51,55,2018010,nearRepeat
98,4,3,6,9,12,14,18,22,24,26,29,33,34,37,40,42,45,47,51,54,2018010,nearRepeat
