field1	field2	field3	field4	field5	field6	field7	field8	field9	field10	field11	field12	field13	field14	field15	field16	field17	field18	field19	field20	field21	field22	$N-field2
45	6	6	8	12	14	15	18	20	29	30	32	41	47	49	50	51	53	54	61	62		2.991
46	6	2	6	8	9	12	14	23	24	26	35	41	43	44	45	47	48	55	56	62		3.598
47	2	4	6	7	10	12	21	22	24	33	39	41	42	43	45	46	53	54	60	69		2.955
48	4	2	3	6	8	17	18	20	29	35	37	38	39	41	42	49	50	56	65	70		4.691
49	2	1	4	6	15	16	18	27	33	35	36	37	39	40	47	48	54	63	68	87		4.333
50	1	3	5	14	15	17	26	32	34	35	36	38	39	46	47	53	62	67	86	89		1.004
51	3	2	11	12	14	23	29	31	32	33	35	36	43	44	50	59	64	83	86	94		3.010
52	2	9	10	12	21	27	29	30	31	33	34	41	42	48	57	62	81	84	92	100		2.680
53	9	1	3	12	18	20	21	22	24	25	32	33	39	48	53	72	75	83	91	100		9.064
54	1	2	11	17	19	20	21	23	24	31	32	38	47	52	71	74	82	90	99	102		1.080
55	2	9	15	17	18	19	21	22	29	30	36	45	50	69	72	80	88	97	100	113		2.099
56	9	6	8	9	10	12	13	20	21	27	36	41	60	63	71	79	88	91	104	107		9.132
57	6	2	3	4	6	7	14	15	21	30	35	54	57	65	73	82	85	98	101	117		6.250
58	2	1	2	4	5	12	13	19	28	33	52	55	63	71	80	83	96	99	115	127		2.935
59	1	1	3	4	11	12	18	27	32	51	54	62	70	79	82	95	98	114	126	131		1.983
60	1	2	3	10	11	17	26	31	50	53	61	69	78	81	94	97	113	125	130	134		1.826
61	2	1	8	9	15	24	29	48	51	59	67	76	79	92	95	111	123	128	132	136		3.457
62	1	7	8	14	23	28	47	50	58	66	75	78	91	94	110	122	127	131	135	138		1.515
63	7	1	7	16	21	40	43	51	59	68	71	84	87	103	115	120	124	128	131	138		6.671
64	1	6	15	20	39	42	50	58	67	70	83	86	102	114	119	123	127	130	137	140		2.480
65	6	9	14	33	36	44	52	61	64	77	80	96	108	113	117	121	124	131	134	139		5.042
66	9	5	24	27	35	43	52	55	68	71	87	99	104	108	112	115	122	125	130	136		8.763
67	5	19	22	30	38	47	50	63	66	82	94	99	103	107	110	117	120	125	131	133		5.128
68	19	3	11	19	28	31	44	47	63	75	80	84	88	91	98	101	106	112	114	115		18.942
69	3	8	16	25	28	41	44	60	72	77	81	85	88	95	98	103	109	111	112	113		2.863
70	8	8	17	20	33	36	52	64	69	73	77	80	87	90	95	101	103	104	105	114		8.003
71	8	9	12	25	28	44	56	61	65	69	72	79	82	87	93	95	96	97	106	112		7.856
72	9	3	16	19	35	47	52	56	60	63	70	73	78	84	86	87	88	97	103	106		8.341
73	3	13	16	32	44	49	53	57	60	67	70	75	81	83	84	85	94	100	103	105		5.360
74	13	3	19	31	36	40	44	47	54	57	62	68	70	71	72	81	87	90	92	99		12.951
75	3	16	28	33	37	41	44	51	54	59	65	67	68	69	78	84	87	89	96	100		2.293
76	16	12	17	21	25	28	35	38	43	49	51	52	53	62	68	71	73	80	84	85		15.820
77	12	5	9	13	16	23	26	31	37	39	40	41	50	56	59	61	68	72	73	78		11.287
78	5	4	8	11	18	21	26	32	34	35	36	45	51	54	56	63	67	68	73	80		4.896
79	4	4	7	14	17	22	28	30	31	32	41	47	50	52	59	63	64	69	76	88		3.815
80	4	3	10	13	18	24	26	27	28	37	43	46	48	55	59	60	65	72	84	87		4.934
81	3	7	10	15	21	23	24	25	34	40	43	45	52	56	57	62	69	81	84	85		4.090
82	7	3	8	14	16	17	18	27	33	36	38	45	49	50	55	62	74	77	78	81		5.985
83	3	5	11	13	14	15	24	30	33	35	42	46	47	52	59	71	74	75	78	84		3.560
84	5	6	8	9	10	19	25	28	30	37	41	42	47	54	66	69	70	73	79	82		4.980
85	6	2	3	4	13	19	22	24	31	35	36	41	48	60	63	64	67	73	76	80		6.365
86	2	1	2	11	17	20	22	29	33	34	39	46	58	61	62	65	71	74	78	81		1.684
87	1	1	10	16	19	21	28	32	33	38	45	57	60	61	64	70	73	77	80	86		2.183
88	1	9	15	18	20	27	31	32	37	44	56	59	60	63	69	72	76	79	85	93		0.815
89	9	6	9	11	18	22	23	28	35	47	50	51	54	60	63	67	70	76	84	87		9.326
90	6	3	5	12	16	17	22	29	41	44	45	48	54	57	61	64	70	78	81	91		6.018
91	3	2	9	13	14	19	26	38	41	42	45	51	54	58	61	67	75	78	88	100		3.240
92	2	7	11	12	17	24	36	39	40	43	49	52	56	59	65	73	76	86	98	104		2.708
93	7	4	5	10	17	29	32	33	36	42	45	49	52	58	66	69	79	91	97	108		6.762
94	4	1	6	13	25	28	29	32	38	41	45	48	54	62	65	75	87	93	104	108		4.595
95	1	5	12	24	27	28	31	37	40	44	47	53	61	64	74	86	92	103	107	111		1.239
96	5	7	19	22	23	26	32	35	39	42	48	56	59	69	81	87	98	102	106	108		5.156
97	7	12	15	16	19	25	28	32	35	41	49	52	62	74	80	91	95	99	101	104		5.318
98	12	3	4	7	13	16	20	23	29	37	40	50	62	68	79	83	87	89	92	96		11.467
99	3	1	4	10	13	17	20	26	34	37	47	59	65	76	80	84	86	89	93	102		3.191
100	1	3	9	12	16	19	25	33	36	46	58	64	75	79	83	85	88	92	101	102		2.571
101	3	6	9	13	16	22	30	33	43	55	61	72	76	80	82	85	89	98	99	105		5.011
102	6	3	7	10	16	24	27	37	49	55	66	70	74	76	79	83	92	93	99	111		5.817
103	3	4	7	13	21	24	34	46	52	63	67	71	73	76	80	89	90	96	108	113		2.938
104	4	3	9	17	20	30	42	48	59	63	67	69	72	76	85	86	92	104	109	110		4.554
105	3	6	14	17	27	39	45	56	60	64	66	69	73	82	83	89	101	106	107	108		1.568
106	6	8	11	21	33	39	50	54	58	60	63	67	76	77	83	95	100	101	102	104		5.989
107	8	3	13	25	31	42	46	50	52	55	59	68	69	75	87	92	93	94	96	103		8.004
108	3	10	22	28	39	43	47	49	52	56	65	66	72	84	89	90	91	93	100	107		3.094
109	10	12	18	29	33	37	39	42	46	55	56	62	74	79	80	81	83	90	97	100		9.016
110	12	6	17	21	25	27	30	34	43	44	50	62	67	68	69	71	78	85	88	90		11.945
111	6	11	15	19	21	24	28	37	38	44	56	61	62	63	65	72	79	82	84	94		6.182
112	11	4	8	10	13	17	26	27	33	45	50	51	52	54	61	68	71	73	83	85		10.984
113	4	4	6	9	13	22	23	29	41	46	47	48	50	57	64	67	69	79	81	86		3.962
114	4	2	5	9	18	19	25	37	42	43	44	46	53	60	63	65	75	77	82	95		1.188
115	2	3	7	16	17	23	35	40	41	42	44	51	58	61	63	73	75	80	93	104		3.461
116	3	4	13	14	20	32	37	38	39	41	48	55	58	60	70	72	77	90	101	109		3.235
117	4	9	10	16	28	33	34	35	37	44	51	54	56	66	68	73	86	97	105	106		3.397
118	9	1	7	19	24	25	26	28	35	42	45	47	57	59	64	77	88	96	97	106		8.754
119	1	6	18	23	24	25	27	34	41	44	46	56	58	63	76	87	95	96	105	111		1.830
120	6	12	17	18	19	21	28	35	38	40	50	52	57	70	81	89	90	99	105	112		6.628
121	12	5	6	7	9	16	23	26	28	38	40	45	58	69	77	78	87	93	100	108		11.856
122	5	1	2	4	11	18	21	23	33	35	40	53	64	72	73	82	88	95	103	114		5.400
123	1	1	3	10	17	20	22	32	34	39	52	63	71	72	81	87	94	102	113	118		2.273
124	1	2	9	16	19	21	31	33	38	51	62	70	71	80	86	93	101	112	117	118		2.707
125	2	7	14	17	19	29	31	36	49	60	68	69	78	84	91	99	110	115	116	125		3.849
126	7	7	10	12	22	24	29	42	53	61	62	71	77	84	92	103	108	109	118	127		7.145
127	7	3	5	15	17	22	35	46	54	55	64	70	77	85	96	101	102	111	120	128		6.937
128	3	2	12	14	19	32	43	51	52	61	67	74	82	93	98	99	108	117	125	141		3.855
129	2	10	12	17	30	41	49	50	59	65	72	80	91	96	97	106	115	123	139	146		2.865
130	10	2	7	20	31	39	40	49	55	62	70	81	86	87	96	105	113	129	136	137		9.594
131	2	5	18	29	37	38	47	53	60	68	79	84	85	94	103	111	127	134	135	148		2.803
132	5	13	24	32	33	42	48	55	63	74	79	80	89	98	106	122	129	130	143	156		5.092
133	13	11	19	20	29	35	42	50	61	66	67	76	85	93	109	116	117	130	143	146		12.976
134	11	8	9	18	24	31	39	50	55	56	65	74	82	98	105	106	119	132	135	141		10.708
135	8	1	10	16	23	31	42	47	48	57	66	74	90	97	98	111	124	127	133	134		7.668
136	1	9	15	22	30	41	46	47	56	65	73	89	96	97	110	123	126	132	133	134		2.532
137	9	6	13	21	32	37	38	47	56	64	80	87	88	101	114	117	123	124	125	139		8.039
138	6	7	15	26	31	32	41	50	58	74	81	82	95	108	111	117	118	119	133	135		3.514
139	7	8	19	24	25	34	43	51	67	74	75	88	101	104	110	111	112	126	128	129		7.602
140	8	11	16	17	26	35	43	59	66	67	80	93	96	102	103	104	118	120	121	123		7.508
141	11	5	6	15	24	32	48	55	56	69	82	85	91	92	93	107	109	110	112	114		10.846
142	5	1	10	19	27	43	50	51	64	77	80	86	87	88	102	104	105	107	109	112		4.393
143	1	9	18	26	42	49	50	63	76	79	85	86	87	101	103	104	106	108	111	121		1.828
144	9	9	17	33	40	41	54	67	70	76	77	78	92	94	95	97	99	102	112	118		7.912
145	9	8	24	31	32	45	58	61	67	68	69	83	85	86	88	90	93	103	109	114		8.940
146	8	16	23	24	37	50	53	59	60	61	75	77	78	80	82	85	95	101	106	107		6.890
147	16	7	8	21	34	37	43	44	45	59	61	62	64	66	69	79	85	90	91	98		15.799
148	7	1	14	27	30	36	37	38	52	54	55	57	59	62	72	78	83	84	91	101		6.755
149	1	13	26	29	35	36	37	51	53	54	56	58	61	71	77	82	83	90	100	105		1.223
150	13	13	16	22	23	24	38	40	41	43	45	48	58	64	69	70	77	87	92	94		12.813
151	13	3	9	10	11	25	27	28	30	32	35	45	51	56	57	64	74	79	81	86		13.050
152	3	6	7	8	22	24	25	27	29	32	42	48	53	54	61	71	76	78	83	88		3.492
153	6	1	2	16	18	19	21	23	26	36	42	47	48	55	65	70	72	77	82	83		6.289
154	1	1	15	17	18	20	22	25	35	41	46	47	54	64	69	71	76	81	82	98		1.078
155	1	14	16	17	19	21	24	34	40	45	46	53	63	68	70	75	80	81	97	99		1.525
156	14	2	3	5	7	10	20	26	31	32	39	49	54	56	61	66	67	83	85	86		13.817
157	2	1	3	5	8	18	24	29	30	37	47	52	54	59	64	65	81	83	84	88		2.870
158	1	2	4	7	17	23	28	29	36	46	51	53	58	63	64	80	82	83	87	91		3.305
159	2	2	5	15	21	26	27	34	44	49	51	56	61	62	78	80	81	85	89	90		2.283
160	2	3	13	19	24	25	32	42	47	49	54	59	60	76	78	79	83	87	88	92		2.216
161	3	10	16	21	22	29	39	44	46	51	56	57	73	75	76	80	84	85	89	90		2.687
162	10	6	11	12	19	29	34	36	41	46	47	63	65	66	70	74	75	79	80	81		9.450
163	6	5	6	13	23	28	30	35	40	41	57	59	60	64	68	69	73	74	75	83		5.931
164	5	1	8	18	23	25	30	35	36	52	54	55	59	63	64	68	69	70	78	83		4.881
165	1	7	17	22	24	29	34	35	51	53	54	58	62	63	67	68	69	77	82	83		0.909
166	7	10	15	17	22	27	28	44	46	47	51	55	56	60	61	62	70	75	76	78		6.844
167	10	5	7	12	17	18	34	36	37	41	45	46	50	51	52	60	65	66	68	75		9.312
168	5	2	7	12	13	29	31	32	36	40	41	45	46	47	55	60	61	63	70	71		5.974
169	2	5	10	11	27	29	30	34	38	39	43	44	45	53	58	59	61	68	69	78		2.424
170	5	5	6	22	24	25	29	33	34	38	39	40	48	53	54	56	63	64	73	82		5.064
171	5	1	17	19	20	24	28	29	33	34	35	43	48	49	51	58	59	68	77	83		5.049
172	1	16	18	19	23	27	28	32	33	34	42	47	48	50	57	58	67	76	82	89		2.227
173	16	2	3	7	11	12	16	17	18	26	31	32	34	41	42	51	60	66	73	81		13.429
174	2	1	5	9	10	14	15	16	24	29	30	32	39	40	49	58	64	71	79	81		3.919
175	1	4	8	9	13	14	15	23	28	29	31	38	39	48	57	63	70	78	80	86		1.169
176	4	4	5	9	10	11	19	24	25	27	34	35	44	53	59	66	74	76	82	88		4.374
177	4	1	5	6	7	15	20	21	23	30	31	40	49	55	62	70	72	78	84	93		4.722
178	1	4	5	6	14	19	20	22	29	30	39	48	54	61	69	71	77	83	92	98		3.333
179	4	1	2	10	15	16	18	25	26	35	44	50	57	65	67	73	79	88	94	98		4.978
180	1	1	9	14	15	17	24	25	34	43	49	56	64	66	72	78	87	93	97	98		1.649
181	1	8	13	14	16	23	24	33	42	48	55	63	65	71	77	86	92	96	97	98		0.904
182	8	5	6	8	15	16	25	34	40	47	55	57	63	69	78	84	88	89	90	99		7.956
183	5	1	3	10	11	20	29	35	42	50	52	58	64	73	79	83	84	85	94	99		5.693
184	1	2	9	10	19	28	34	41	49	51	57	63	72	78	82	83	84	93	98	108		-0.062
185	2	7	8	17	26	32	39	47	49	55	61	70	76	80	81	82	91	96	106	118		2.974
186	7	1	10	19	25	32	40	42	48	54	63	69	73	74	75	84	89	99	111	113		6.850
187	1	9	18	24	31	39	41	47	53	62	68	72	73	74	83	88	98	110	112	121		3.129
188	9	9	15	22	30	32	38	44	53	59	63	64	65	74	79	89	101	103	112	117		9.106
189	9	6	13	21	23	29	35	44	50	54	55	56	65	70	80	92	94	103	108	110		9.185
190	6	7	15	17	23	29	38	44	48	49	50	59	64	74	86	88	97	102	104	119		5.843
191	7	8	10	16	22	31	37	41	42	43	52	57	67	79	81	90	95	97	112	118		6.933
192	8	2	8	14	23	29	33	34	35	44	49	59	71	73	82	87	89	104	110	112		7.665
193	2	6	12	21	27	31	32	33	42	47	57	69	71	80	85	87	102	108	110	123		2.425
194	6	6	15	21	25	26	27	36	41	51	63	65	74	79	81	96	102	104	117	131		5.768
195	6	9	15	19	20	21	30	35	45	57	59	68	73	75	90	96	98	111	125	134		5.668
196	9	6	10	11	12	21	26	36	48	50	59	64	66	81	87	89	102	116	125	128		8.882
197	6	4	5	6	15	20	30	42	44	53	58	60	75	81	83	96	110	119	122	123		5.406
198	4	1	2	11	16	26	38	40	49	54	56	71	77	79	92	106	115	118	119	120		4.017
199	1	1	10	15	25	37	39	48	53	55	70	76	78	91	105	114	117	118	119	125		2.488
200	1	9	14	24	36	38	47	52	54	69	75	77	90	104	113	116	117	118	124	128		2.616
201	9	5	15	27	29	38	43	45	60	66	68	81	95	104	107	108	109	115	119	120		8.474
202	5	10	22	24	33	38	40	55	61	63	76	90	99	102	103	104	110	114	115	116		5.066
203	10	12	14	23	28	30	45	51	53	66	80	89	92	93	94	100	104	105	106	114		8.910
204	12	2	11	16	18	33	39	41	54	68	77	80	81	82	88	92	93	94	102	103		11.977
205	2	9	14	16	31	37	39	52	66	75	78	79	80	86	90	91	92	100	101	102		2.169
206	9	5	7	22	28	30	43	57	66	69	70	71	77	81	82	83	91	92	93	99		8.887
207	5	2	17	23	25	38	52	61	64	65	66	72	76	77	78	86	87	88	94	96		5.865
208	2	15	21	23	36	50	59	62	63	64	70	74	75	76	84	85	86	92	94	99		3.011
209	15	6	8	21	35	44	47	48	49	55	59	60	61	69	70	71	77	79	84	92		14.892
210	6	2	15	29	38	41	42	43	49	53	54	55	63	64	65	71	73	78	86	97		5.793
211	2	13	27	36	39	40	41	47	51	52	53	61	62	63	69	71	76	84	95	96		2.460
212	13	14	23	26	27	28	34	38	39	40	48	49	50	56	58	63	71	82	83	92		12.869
213	14	9	12	13	14	20	24	25	26	34	35	36	42	44	49	57	68	69	78	84		14.122
214	9	3	4	5	11	15	16	17	25	26	27	33	35	40	48	59	60	69	75	76		8.429
215	3	1	2	8	12	13	14	22	23	24	30	32	37	45	56	57	66	72	73	75		2.571
216	1	1	7	11	12	13	21	22	23	29	31	36	44	55	56	65	71	72	74	76		3.208
217	1	6	10	11	12	20	21	22	28	30	35	43	54	55	64	70	71	73	75	84		1.134
218	6	4	5	6	14	15	16	22	24	29	37	48	49	58	64	65	67	69	78	79		5.570
219	4	1	2	10	11	12	18	20	25	33	44	45	54	60	61	63	65	74	75	76		4.040
220	1	1	9	10	11	17	19	24	32	43	44	53	59	60	62	64	73	74	75	76		2.053
221	1	8	9	10	16	18	23	31	42	43	52	58	59	61	63	72	73	74	75	78		1.354
222	8	1	2	8	10	15	23	34	35	44	50	51	53	55	64	65	66	67	70	72		7.944
223	1	1	7	9	14	22	33	34	43	49	50	52	54	63	64	65	66	69	71	75		2.134
224	1	6	8	13	21	32	33	42	48	49	51	53	62	63	64	65	68	70	74	77		2.706
225	6	2	7	15	26	27	36	42	43	45	47	56	57	58	59	62	64	68	71	78		6.007
226	2	5	13	24	25	34	40	41	43	45	54	55	56	57	60	62	66	69	76	89		2.007
227	5	8	19	20	29	35	36	38	40	49	50	51	52	55	57	61	64	71	84	86		5.560
228	8	11	12	21	27	28	30	32	41	42	43	44	47	49	53	56	63	76	78	83		8.503
229	11	1	10	16	17	19	21	30	31	32	33	36	38	42	45	52	65	67	72	73		5.973
230	1	9	15	16	18	20	29	30	31	32	35	37	41	44	51	64	66	71	72	74		2.333
231	9	6	7	9	11	20	21	22	23	26	28	32	35	42	55	57	62	63	65	76		8.898
232	6	1	3	5	14	15	16	17	20	22	26	29	36	49	51	56	57	59	70	79		6.551
233	1	2	4	13	14	15	16	19	21	25	28	35	48	50	55	56	58	69	78	82		0.910
234	2	2	11	12	13	14	17	19	23	26	33	46	48	53	54	56	67	76	80	93		2.455
235	2	9	10	11	12	15	17	21	24	31	44	46	51	52	54	65	74	78	91	92		3.578
236	9	1	2	3	6	8	12	15	22	35	37	42	43	45	56	65	69	82	83	88		9.095
237	1	1	2	5	7	11	14	21	34	36	41	42	44	55	64	68	81	82	87	92		0.816
238	1	1	4	6	10	13	20	33	35	40	41	43	54	63	67	80	81	86	91	95		1.556
239	1	3	5	9	12	19	32	34	39	40	42	53	62	66	79	80	85	90	94	95		1.102
240	3	2	6	9	16	29	31	36	37	39	50	59	63	76	77	82	87	91	92	104		4.051
241	2	4	7	14	27	29	34	35	37	48	57	61	74	75	80	85	89	90	102	105		2.365
242	4	3	10	23	25	30	31	33	44	53	57	70	71	76	81	85	86	98	101	112		3.548
243	3	7	20	22	27	28	30	41	50	54	67	68	73	78	82	83	95	98	109	110		3.608
244	7	13	15	20	21	23	34	43	47	60	61	66	71	75	76	88	91	102	103	111		6.028
245	13	2	7	8	10	21	30	34	47	48	53	58	62	63	75	78	89	90	98	105		12.866
246	2	5	6	8	19	28	32	45	46	51	56	60	61	73	76	87	88	96	103	107		2.615
247	5	1	3	14	23	27	40	41	46	51	55	56	68	71	82	83	91	98	102	107		5.678
248	1	2	13	22	26	39	40	45	50	54	55	67	70	81	82	90	97	101	106	108		3.725
249	2	11	20	24	37	38	43	48	52	53	65	68	79	80	88	95	99	104	106	116		3.193
250	11	9	13	26	27	32	37	41	42	54	57	68	69	77	84	88	93	95	105	114		10.410
251	9	4	17	18	23	28	32	33	45	48	59	60	68	75	79	84	86	96	105	113		8.689
252	4	13	14	19	24	28	29	41	44	55	56	64	71	75	80	82	92	101	109	113		4.080
253	13	1	6	11	15	16	28	31	42	43	51	58	62	67	69	79	88	96	100	114		10.728
254	1	5	10	14	15	27	30	41	42	50	57	61	66	68	78	87	95	99	113	114		2.669
255	5	5	9	10	22	25	36	37	45	52	56	61	63	73	82	90	94	108	109	111		4.812
256	5	4	5	17	20	31	32	40	47	51	56	58	68	77	85	89	103	104	106	112		4.024
257	4	1	13	16	27	28	36	43	47	52	54	64	73	81	85	99	100	102	108	121		4.228
258	1	12	15	26	27	35	42	46	51	53	63	72	80	84	98	99	101	107	120	122		2.854
259	12	3	14	15	23	30	34	39	41	51	60	68	72	86	87	89	95	108	110	111		11.614
260	3	11	12	20	27	31	36	38	48	57	65	69	83	84	86	92	105	107	108	110		3.812
261	11	1	9	16	20	25	27	37	46	54	58	72	73	75	81	94	96	97	99	107		10.883
262	1	8	15	19	24	26	36	45	53	57	71	72	74	80	93	95	96	98	106	109		2.242
263	8	7	11	16	18	28	37	45	49	63	64	66	72	85	87	88	90	98	101	105		7.119
264	7	4	9	11	21	30	38	42	56	57	59	65	78	80	81	83	91	94	98	99		6.839
265	4	5	7	17	26	34	38	52	53	55	61	74	76	77	79	87	90	94	95	99		4.445
266	5	2	12	21	29	33	47	48	50	56	69	71	72	74	82	85	89	90	94	98		4.495
267	2	10	19	27	31	45	46	48	54	67	69	70	72	80	83	87	88	92	96	97		5.357
268	10	9	17	21	35	36	38	44	57	59	60	62	70	73	77	78	82	86	87	88		7.996
269	9	8	12	26	27	29	35	48	50	51	53	61	64	68	69	73	77	78	79	86		9.258
270	8	4	18	19	21	27	40	42	43	45	53	56	60	61	65	69	70	71	78	80		7.849
271	4	14	15	17	23	36	38	39	41	49	52	56	57	61	65	66	67	74	76	86		5.524
272	14	1	3	9	22	24	25	27	35	38	42	43	47	51	52	53	60	62	72	79		13.698
273	1	2	8	21	23	24	26	34	37	41	42	46	50	51	52	59	61	71	78	79		2.132
274	2	6	19	21	22	24	32	35	39	40	44	48	49	50	57	59	69	76	77	85		2.794
275	6	13	15	16	18	26	29	33	34	38	42	43	44	51	53	63	70	71	79	83		5.631
276	13	2	3	5	13	16	20	21	25	29	30	31	38	40	50	57	58	66	70	73		9.518
277	2	1	3	11	14	18	19	23	27	28	29	36	38	48	55	56	64	68	71	78		4.891
278	1	2	10	13	17	18	22	26	27	28	35	37	47	54	55	63	67	70	77	78		2.240
279	2	8	11	15	16	20	24	25	26	33	35	45	52	53	61	65	68	75	76	82		2.665
280	8	3	7	8	12	16	17	18	25	27	37	44	45	53	57	60	67	68	74	75		7.753
281	3	4	5	9	13	14	15	22	24	34	41	42	50	54	57	64	65	71	72	82		4.406
282	4	1	5	9	10	11	18	20	30	37	38	46	50	53	60	61	67	68	78	81		3.698
283	1	4	8	9	10	17	19	29	36	37	45	49	52	59	60	66	67	77	80	83		5.944
284	4	4	5	6	13	15	25	32	33	41	45	48	55	56	62	63	73	76	79	85		4.208
285	4	1	2	9	11	21	28	29	37	41	44	51	52	58	59	69	72	75	81	89		4.098
286	1	1	8	10	20	27	28	36	40	43	50	51	57	58	68	71	74	80	88	94		4.045
287	1	7	9	19	26	27	35	39	42	49	50	56	57	67	70	73	79	87	93	94		2.448
288	7	2	12	19	20	28	32	35	42	43	49	50	60	63	66	72	80	86	87	91		7.103
289	2	10	17	18	26	30	33	40	41	47	48	58	61	64	70	78	84	85	89	92		7.276
290	10	7	8	16	20	23	30	31	37	38	48	51	54	60	68	74	75	79	82	85		10.258
291	7	1	9	13	16	23	24	30	31	41	44	47	53	61	67	68	72	75	78	80		6.919
292	1	8	12	15	22	23	29	30	40	43	46	52	60	66	67	71	74	77	79	84		0.658
293	8	4	7	14	15	21	22	32	35	38	44	52	58	59	63	66	69	71	76	89		7.752
294	4	3	10	11	17	18	28	31	34	40	48	54	55	59	62	65	67	72	85	90		3.941
295	3	7	8	14	15	25	28	31	37	45	51	52	56	59	62	64	69	82	87	92		3.428
296	7	1	7	8	18	21	24	30	38	44	45	49	52	55	57	62	75	80	85	86		6.431
297	1	6	7	17	20	23	29	37	43	44	48	51	54	56	61	74	79	84	85	90		0.953
298	6	1	11	14	17	23	31	37	38	42	45	48	50	55	68	73	78	79	84	89		5.949
299	1	10	13	16	22	30	36	37	41	44	47	49	54	67	72	77	78	83	88	90		2.015
300	10	3	6	12	20	26	27	31	34	37	39	44	57	62	67	68	73	78	80	86		9.896
