field1	field2	field3	field4	field5	field6	field7	field8	field9	field10	field11	field12	field13	field14	field15	field16	field17	field18	field19	field20	field21	$N-field2
27	4	23	24	25	40	42	48	53	53	55	69	70	72	73	80	84	90	91	92	94	4.115
