field1	field2	field3	field4	field5	field6	field7	field8	field9	field10	field11	field12	field13	field14	field15	field16	field17	field18	field19	field20	field21	$N-field2
16	9	4	6	10	11	11	17	18	24	24	24	58	64	69	73	80	80	87	94	94	7.674
