field1	field2	field3	field4	field5	field6	field7	field8	field9	field10	field11	field12	field13	field14	field15	field16	field17	field18	field19	field20	field21	$N-field2
31	0	2	6	11	25	25	38	48	52	61	63	73	79	79	86	86	95	97	99	113	-3.790
