field1	field2	field3	field4	field5	field6	field7	field8	field9	field10	field11	field12	field13	field14	field15	field16	field17	field18	field19	field20	field21	$N-field2
14	1	4	5	5	5	9	26	40	40	44	44	53	54	59	64	66	68	69	69	70	-6.468
