field1	field2	field3	field4	field5	field6	field7	field8	field9	field10	field11	field12	field13	field14	field15	field16	field17	field18	field19	field20	field21	$N-field2
22	1	4	18	21	27	31	33	34	39	40	45	47	48	49	52	59	59	59	61	61	18.225
