field1	field2	field3	field4	field5	field6	field7	field8	field9	field10	field11	field12	field13	field14	field15	field16	field17	field18	field19	field20	field21	$N-field2
1	5	5	10	16	22	28	34	41	48	54	60	66	73	81	89	98	107	117	127	136	5.073
