field1	field2	field3	field4	field5	field6	field7	field8	field9	field10	field11	field12	field13	field14	field15	field16	field17	field18	field19	field20	field21	$N-field2
2	5	1	3	5	7	9	33	34	37	59	62	66	66	69	70	93	94	95	95	103	4.949
