field1	field2	field3	field4	field5	field6	field7	field8	field9	field10	field11	field12	field13	field14	field15	field16	field17	field18	field19	field20	field21	$N-field2
4	6	6	11	28	28	30	34	39	47	47	55	55	57	68	87	112	112	112	113	120	4.510
