field1	field2	field3	field4	field5	field6	field7	field8	field9	field10	field11	field12	field13	field14	field15	field16	field17	field18	field19	field20	field21	$N-field2
21	1	5	7	8	21	22	28	48	54	55	57	57	66	70	84	86	88	90	111	111	-6.904
