field1	field2	field3	field4	field5	field6	field7	field8	field9	field10	field11	field12	field13	field14	field15	field16	field17	field18	field19	field20	field21	$N-field2
9	2	1	7	9	14	17	22	37	37	41	49	58	61	61	79	80	84	84	84	107	-4.579
