field1	field2	field3	field4	field5	field6	field7	field8	field9	field10	field11	field12	field13	field14	field15	field16	field17	field18	field19	field20	field21	$N-field2
33	9	36	43	48	53	57	74	76	76	84	100	104	105	120	130	137	165	172	186	187	16.957
