field1	field2	field3	field4	field5	field6	field7	field8	field9	field10	field11	field12	field13	field14	field15	field16	field17	field18	field19	field20	field21	$N-field2
30	8	5	6	10	35	36	37	37	37	37	53	53	55	57	58	72	80	80	85	92	0.928
