field1	field2	field3	field4	field5	field6	field7	field8	field9	field10	field11	field12	field13	field14	field15	field16	field17	field18	field19	field20	field21	$N-field2
15	4	0	5	8	8	15	25	35	37	37	46	48	49	51	52	67	69	76	76	83	-1.027
