field1	field2	field3	field4	field5	field6	field7	field8	field9	field10	field11	field12	field13	field14	field15	field16	field17	field18	field19	field20	field21	$N-field2
13	0	0	3	4	17	25	25	25	27	36	38	38	45	46	48	55	60	61	61	72	-12.269
