field1	field2	field3	field4	field5	field6	field7	field8	field9	field10	field11	field12	field13	field14	field15	field16	field17	field18	field19	field20	field21	$N-field2
29	5	13	13	14	17	17	26	32	34	45	47	48	50	51	55	66	68	68	75	75	-0.729
