field1	field2	field3	field4	field5	field6	field7	field8	field9	field10	field11	field12	field13	field14	field15	field16	field17	field18	field19	field20	field21	$N-field2
25	0	3	7	9	12	12	17	18	24	29	41	56	57	61	65	66	66	70	70	74	-2.412
