field1	field2	field3	field4	field5	field6	field7	field8	field9	field10	field11	field12	field13	field14	field15	field16	field17	field18	field19	field20	field21	$N-field2
8	6	12	13	19	19	25	29	31	34	34	34	48	48	50	60	62	64	70	74	75	11.279
